date,year,eventLabel,typeLabel,category,impact,source
1972-01-01,1972,Evento relacionado a Guerra do Yom Kippur...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1974-01-01,1974,Evento relacionado a Guerra do Yom Kippur...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1978-01-01,1978,Revolução Iraniana,Revolução Política,Revolução Política,Alto,Historical_Dataset_Comprehensive
1982-01-01,1982,Evento relacionado a Revolução Iraniana...,Revolução Política (Relacionado),Revolução Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1991-01-01,1991,Consequências de Guerra do Golfo...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1991-01-01,1991,Consequências de Dissolução da União Soviética...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1994-01-01,1994,Evento relacionado a Dissolução da União ...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1994-01-01,1994,Evento relacionado a Genocídio em Ruanda...,Crise Humanitária (Relacionado),Crise Humanitária (Relacionado),Baixo,Historical_Dataset_Comprehensive
1995-01-01,1995,Acordos de Dayton,Paz Internacional,Paz Internacional,Médio,Historical_Dataset_Comprehensive
2000-01-01,2000,Consequências de Ataques de 11 de Setembro...,Terrorismo Global (Consequências),Terrorismo Global (Consequências),Médio,Historical_Dataset_Comprehensive
1998-01-01,1998,Evento relacionado a Ataques de 11 de Set...,Terrorismo Global (Relacionado),Terrorismo Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
2004-01-01,2004,Invasão do Iraque,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
2013-01-01,2013,Evento relacionado a Primavera Árabe...,Revoluções Regionais (Relacionado),Revoluções Regionais (Relacionado),Baixo,Historical_Dataset_Comprehensive
2015-01-01,2015,Crise da Crimeia,Conflito Internacional,Conflito Internacional,Alto,Historical_Dataset_Comprehensive
2012-01-01,2012,Evento relacionado a Crise da Crimeia...,Conflito Internacional (Relacionado),Conflito Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2021-01-01,2021,Pandemia COVID-19,Crise Global,Crise Global,Alto,Historical_Dataset_Comprehensive
2021-01-01,2021,Consequências de Pandemia COVID-19...,Crise Global (Consequências),Crise Global (Consequências),Médio,Historical_Dataset_Comprehensive
1931-01-01,1931,Grande Depressão,Crise Econômica Global,Crise Econômica Global,Alto,Historical_Dataset_Comprehensive
1973-01-01,1973,Evento relacionado a Crise do Petróleo...,Crise Energética (Relacionado),Crise Energética (Relacionado),Baixo,Historical_Dataset_Comprehensive
1986-01-01,1986,Quarta-feira Negra,Crise Financeira,Crise Financeira,Médio,Historical_Dataset_Comprehensive
2007-01-01,2007,Crise Financeira Global,Crise Financeira Global,Crise Financeira Global,Alto,Historical_Dataset_Comprehensive
2007-01-01,2007,Evento relacionado a Crise da Dívida Euro...,Crise Econômica Regional (Relacionado),Crise Econômica Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1902-01-01,1902,Primeiro voo dos irmãos Wright,Avanço Aeronáutico,Avanço Aeronáutico,Alto,Historical_Dataset_Comprehensive
1905-01-01,1905,Evento relacionado a Primeiro voo dos irm...,Avanço Aeronáutico (Relacionado),Avanço Aeronáutico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1911-01-01,1911,Descoberta do elétron (Rutherford),Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1923-01-01,1923,Consequências de Descoberta da Insulina...,Avanço Médico (Consequências),Avanço Médico (Consequências),Médio,Historical_Dataset_Comprehensive
1923-01-01,1923,Evento relacionado a Descoberta da Insuli...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1927-01-01,1927,Penicilina (Fleming),Avanço Médico,Avanço Médico,Alto,Historical_Dataset_Comprehensive
1931-01-01,1931,Evento relacionado a Nêutron descoberto...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1980-01-01,1980,IBM PC,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
1983-01-01,1983,Evento relacionado a Internet ARPANET...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2000-01-01,2000,Evento relacionado a Clonagem da ovelha D...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2011-01-01,2011,Consequências de Descoberta do Bóson de Higgs...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1918-01-01,1918,Consequências de Revolução Russa...,Revolução Política (Consequências),Revolução Política (Consequências),Médio,Historical_Dataset_Comprehensive
1921-01-01,1921,Proibição do álcool (EUA),Mudança Social,Mudança Social,Médio,Historical_Dataset_Comprehensive
1917-01-01,1917,Evento relacionado a Proibição do álcool ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1944-01-01,1944,Evento relacionado a Independência da Índ...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1949-01-01,1949,Estado de Israel,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1953-01-01,1953,Caso Brown vs. Conselho de Educação,Mudança Social,Mudança Social,Alto,Historical_Dataset_Comprehensive
1964-01-01,1964,Consequências de Marcha em Washington (MLK)...,Movimento Social (Consequências),Movimento Social (Consequências),Médio,Historical_Dataset_Comprehensive
1961-01-01,1961,Evento relacionado a Marcha em Washington...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1963-01-01,1963,Lei dos Direitos Civis (EUA),Mudança Social,Mudança Social,Alto,Historical_Dataset_Comprehensive
1962-01-01,1962,Evento relacionado a Lei dos Direitos Civ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1970-01-01,1970,Evento relacionado a Acordos de Paris (Vi...,Paz Internacional (Relacionado),Paz Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1987-01-01,1987,Evento relacionado a Queda do Muro de Ber...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1992-01-01,1992,Evento relacionado a Queda do Muro de Ber...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1993-01-01,1993,Eleições na África do Sul,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1993-01-01,1993,Consequências de Eleições na África do Sul...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
2004-01-01,2004,Consequências de Furacão Katrina...,Desastre Natural (Consequências),Desastre Natural (Consequências),Médio,Historical_Dataset_Comprehensive
2010-01-01,2010,Ocupação de Wall Street,Movimento Social,Movimento Social,Médio,Historical_Dataset_Comprehensive
2013-01-01,2013,Evento relacionado a Ocupação de Wall Str...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2017-01-01,2017,Evento relacionado a Eleição de Trump...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
2020-01-01,2020,Evento relacionado a Greta Thunberg inici...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
2019-01-01,2019,George Floyd e movimento Black Lives Matter,Movimento Social,Movimento Social,Alto,Historical_Dataset_Comprehensive
1916-01-01,1916,Evento relacionado a Início Primeira Guer...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1917-01-01,1917,Evento relacionado a Início Primeira Guer...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1918-01-01,1918,Consequências de Fim Primeira Guerra Mundial...,Guerra Global (Consequências),Guerra Global (Consequências),Médio,Historical_Dataset_Comprehensive
1946-01-01,1946,Fim Segunda Guerra Mundial,Guerra Global,Guerra Global,Alto,Historical_Dataset_Comprehensive
1943-01-01,1943,Evento relacionado a Fim Segunda Guerra M...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1951-01-01,1951,Guerra da Coreia,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1955-01-01,1955,Crise de Suez,Conflito Internacional,Conflito Internacional,Médio,Historical_Dataset_Comprehensive
1961-01-01,1961,Consequências de Crise dos Mísseis Cubanos...,Crise Nuclear (Consequências),Crise Nuclear (Consequências),Médio,Historical_Dataset_Comprehensive
1976-01-01,1976,Evento relacionado a Revolução Iraniana...,Revolução Política (Relacionado),Revolução Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1979-01-01,1979,Guerra Irã-Iraque,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1980-01-01,1980,Consequências de Guerra Irã-Iraque...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1998-01-01,1998,Evento relacionado a Acordos de Dayton...,Paz Internacional (Relacionado),Paz Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2000-01-01,2000,Guerra do Kosovo,Conflito Internacional,Conflito Internacional,Médio,Historical_Dataset_Comprehensive
2006-01-01,2006,Evento relacionado a Invasão do Iraque...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2012-01-01,2012,Consequências de Primavera Árabe...,Revoluções Regionais (Consequências),Revoluções Regionais (Consequências),Médio,Historical_Dataset_Comprehensive
2015-01-01,2015,Consequências de Crise da Crimeia...,Conflito Internacional (Consequências),Conflito Internacional (Consequências),Médio,Historical_Dataset_Comprehensive
2020-01-01,2020,Consequências de Pandemia COVID-19...,Crise Global (Consequências),Crise Global (Consequências),Médio,Historical_Dataset_Comprehensive
2022-01-01,2022,Consequências de Invasão da Ucrânia...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
2019-01-01,2019,Evento relacionado a Invasão da Ucrânia...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2023-01-01,2023,Evento relacionado a Invasão da Ucrânia...,Guerra Regional (Relacionado),Guerra Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1929-01-01,1929,Consequências de Grande Depressão...,Crise Econômica Global (Consequências),Crise Econômica Global (Consequências),Médio,Historical_Dataset_Comprehensive
1982-01-01,1982,Crise da Dívida Latinoamericana,Crise Econômica Regional,Crise Econômica Regional,Alto,Historical_Dataset_Comprehensive
1979-01-01,1979,Evento relacionado a Crise da Dívida Lati...,Crise Econômica Regional (Relacionado),Crise Econômica Regional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1987-01-01,1987,Quarta-feira Negra,Crise Financeira,Crise Financeira,Médio,Historical_Dataset_Comprehensive
1997-01-01,1997,Crise Asiática,Crise Financeira Regional,Crise Financeira Regional,Alto,Historical_Dataset_Comprehensive
2009-01-01,2009,Crise Financeira Global,Crise Financeira Global,Crise Financeira Global,Alto,Historical_Dataset_Comprehensive
2010-01-01,2010,Evento relacionado a Crise Financeira Glo...,Crise Financeira Global (Relacionado),Crise Financeira Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
2019-01-01,2019,Evento relacionado a Recessão COVID-19...,Crise Econômica Global (Relacionado),Crise Econômica Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1904-01-01,1904,Consequências de Teoria da Relatividade (Einste...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1925-01-01,1925,Evento relacionado a Penicilina (Fleming)...,Avanço Médico (Relacionado),Avanço Médico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1940-01-01,1940,Evento relacionado a Reator nuclear (Ferm...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1956-01-01,1956,Evento relacionado a Estrutura do DNA...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1957-01-01,1957,Sputnik 1,Avanço Espacial,Avanço Espacial,Alto,Historical_Dataset_Comprehensive
1962-01-01,1962,Consequências de Voos espaciais tripulados...,Avanço Espacial (Consequências),Avanço Espacial (Consequências),Médio,Historical_Dataset_Comprehensive
1961-01-01,1961,Evento relacionado a Voos espaciais tripu...,Avanço Espacial (Relacionado),Avanço Espacial (Relacionado),Baixo,Historical_Dataset_Comprehensive
1994-01-01,1994,Evento relacionado a Clonagem da ovelha D...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1999-01-01,1999,Genoma humano sequenciado,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
2006-01-01,2006,iPhone lançado,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
2004-01-01,2004,Evento relacionado a iPhone lançado...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2011-01-01,2011,Descoberta do Bóson de Higgs,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
2009-01-01,2009,Evento relacionado a Descoberta do Bóson ...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2019-01-01,2019,Vacinas COVID-19 desenvolvidas,Avanço Médico,Avanço Médico,Alto,Historical_Dataset_Comprehensive
1918-01-01,1918,Revolução Russa,Revolução Política,Revolução Política,Alto,Historical_Dataset_Comprehensive
1914-01-01,1914,Evento relacionado a Revolução Russa...,Revolução Política (Relacionado),Revolução Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1931-01-01,1931,Evento relacionado a Ascensão de Hitler...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1954-01-01,1954,Evento relacionado a Caso Brown vs. Conse...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1963-01-01,1963,Marcha em Washington (MLK),Movimento Social,Movimento Social,Alto,Historical_Dataset_Comprehensive
1963-01-01,1963,Consequências de Marcha em Washington (MLK)...,Movimento Social (Consequências),Movimento Social (Consequências),Médio,Historical_Dataset_Comprehensive
1961-01-01,1961,Evento relacionado a Lei dos Direitos Civ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1975-01-01,1975,Evento relacionado a Acordos de Paris (Vi...,Paz Internacional (Relacionado),Paz Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1979-01-01,1979,Evento relacionado a Morte de Mao Tsé-Tun...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1988-01-01,1988,Queda do Muro de Berlin,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1993-01-01,1993,Evento relacionado a Unificação da Aleman...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
2006-01-01,2006,Furacão Katrina,Desastre Natural,Desastre Natural,Alto,Historical_Dataset_Comprehensive
1913-01-01,1913,Consequências de Início Primeira Guerra Mundial...,Guerra Global (Consequências),Guerra Global (Consequências),Médio,Historical_Dataset_Comprehensive
1921-01-01,1921,Evento relacionado a Fim Primeira Guerra ...,Guerra Global (Relacionado),Guerra Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1957-01-01,1957,Evento relacionado a Crise de Suez...,Conflito Internacional (Relacionado),Conflito Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
2002-01-01,2002,Invasão do Iraque,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
2022-01-01,2022,Invasão da Ucrânia,Guerra Regional,Guerra Regional,Alto,Historical_Dataset_Comprehensive
1928-01-01,1928,Consequências de Quebra da Bolsa de Nova York...,Crise Financeira (Consequências),Crise Financeira (Consequências),Médio,Historical_Dataset_Comprehensive
1930-01-01,1930,Grande Depressão,Crise Econômica Global,Crise Econômica Global,Alto,Historical_Dataset_Comprehensive
1984-01-01,1984,Evento relacionado a Quarta-feira Negra...,Crise Financeira (Relacionado),Crise Financeira (Relacionado),Baixo,Historical_Dataset_Comprehensive
2009-01-01,2009,Crise da Dívida Europeia,Crise Econômica Regional,Crise Econômica Regional,Alto,Historical_Dataset_Comprehensive
2010-01-01,2010,Consequências de Crise da Dívida Europeia...,Crise Econômica Regional (Consequências),Crise Econômica Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1931-01-01,1931,Nêutron descoberto,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1933-01-01,1933,Consequências de Nêutron descoberto...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1954-01-01,1954,Evento relacionado a Sputnik 1...,Avanço Espacial (Relacionado),Avanço Espacial (Relacionado),Baixo,Historical_Dataset_Comprehensive
1962-01-01,1962,Voos espaciais tripulados,Avanço Espacial,Avanço Espacial,Alto,Historical_Dataset_Comprehensive
1971-01-01,1971,Microprocessador,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
1984-01-01,1984,Internet ARPANET,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
1983-01-01,1983,Consequências de Internet ARPANET...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1988-01-01,1988,Evento relacionado a World Wide Web...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1948-01-01,1948,Estado de Israel,Mudança Geopolítica,Mudança Geopolítica,Alto,Historical_Dataset_Comprehensive
1949-01-01,1949,Consequências de Estado de Israel...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
1967-01-01,1967,Evento relacionado a Lei dos Direitos Civ...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1977-01-01,1977,Consequências de Morte de Mao Tsé-Tung...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
2016-01-01,2016,Evento relacionado a Greta Thunberg inici...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1993-01-01,1993,Consequências de Genocídio em Ruanda...,Crise Humanitária (Consequências),Crise Humanitária (Consequências),Médio,Historical_Dataset_Comprehensive
1929-01-01,1929,Quebra da Bolsa de Nova York,Crise Financeira,Crise Financeira,Alto,Historical_Dataset_Comprehensive
1930-01-01,1930,Consequências de Quebra da Bolsa de Nova York...,Crise Financeira (Consequências),Crise Financeira (Consequências),Médio,Historical_Dataset_Comprehensive
1930-01-01,1930,Consequências de Grande Depressão...,Crise Econômica Global (Consequências),Crise Econômica Global (Consequências),Médio,Historical_Dataset_Comprehensive
1972-01-01,1972,Crise do Petróleo,Crise Energética,Crise Energética,Alto,Historical_Dataset_Comprehensive
1983-01-01,1983,Crise da Dívida Latinoamericana,Crise Econômica Regional,Crise Econômica Regional,Alto,Historical_Dataset_Comprehensive
1981-01-01,1981,Consequências de Crise da Dívida Latinoamerican...,Crise Econômica Regional (Consequências),Crise Econômica Regional (Consequências),Médio,Historical_Dataset_Comprehensive
2022-01-01,2022,Evento relacionado a Recessão COVID-19...,Crise Econômica Global (Relacionado),Crise Econômica Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1906-01-01,1906,Teoria da Relatividade (Einstein),Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1942-01-01,1942,Consequências de Reator nuclear (Fermi)...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1966-01-01,1966,Evento relacionado a Homem na Lua...,Avanço Espacial (Relacionado),Avanço Espacial (Relacionado),Baixo,Historical_Dataset_Comprehensive
1980-01-01,1980,Consequências de IBM PC...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1991-01-01,1991,Consequências de World Wide Web...,Avanço Tecnológico (Consequências),Avanço Tecnológico (Consequências),Médio,Historical_Dataset_Comprehensive
1999-01-01,1999,Consequências de Genoma humano sequenciado...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1964-01-01,1964,Marcha em Washington (MLK),Movimento Social,Movimento Social,Alto,Historical_Dataset_Comprehensive
1966-01-01,1966,Evento relacionado a Marcha em Washington...,Movimento Social (Relacionado),Movimento Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1993-01-01,1993,Tratado de Maastricht,Mudança Política,Mudança Política,Médio,Historical_Dataset_Comprehensive
1997-01-01,1997,Evento relacionado a Eleições na África d...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1918-01-01,1918,Fim Primeira Guerra Mundial,Guerra Global,Guerra Global,Alto,Historical_Dataset_Comprehensive
1998-01-01,1998,Crise Asiática,Crise Financeira Regional,Crise Financeira Regional,Alto,Historical_Dataset_Comprehensive
2009-01-01,2009,Consequências de Crise Financeira Global...,Crise Financeira Global (Consequências),Crise Financeira Global (Consequências),Médio,Historical_Dataset_Comprehensive
2020-01-01,2020,Recessão COVID-19,Crise Econômica Global,Crise Econômica Global,Alto,Historical_Dataset_Comprehensive
1902-01-01,1902,Evento relacionado a Teoria da Relativida...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1914-01-01,1914,Evento relacionado a Descoberta do elétro...,Avanço Científico (Relacionado),Avanço Científico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1956-01-01,1956,Consequências de Sputnik 1...,Avanço Espacial (Consequências),Avanço Espacial (Consequências),Médio,Historical_Dataset_Comprehensive
1969-01-01,1969,Homem na Lua,Avanço Espacial,Avanço Espacial,Alto,Historical_Dataset_Comprehensive
1989-01-01,1989,World Wide Web,Avanço Tecnológico,Avanço Tecnológico,Alto,Historical_Dataset_Comprehensive
2001-01-01,2001,Genoma humano sequenciado,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1954-01-01,1954,Evento relacionado a Conferência de Bandu...,Movimento Internacional (Relacionado),Movimento Internacional (Relacionado),Baixo,Historical_Dataset_Comprehensive
1986-01-01,1986,Evento relacionado a Queda do Muro de Ber...,Mudança Geopolítica (Relacionado),Mudança Geopolítica (Relacionado),Baixo,Historical_Dataset_Comprehensive
1989-01-01,1989,Consequências de Unificação da Alemanha...,Mudança Geopolítica (Consequências),Mudança Geopolítica (Consequências),Médio,Historical_Dataset_Comprehensive
2015-01-01,2015,Eleição de Trump,Mudança Política,Mudança Política,Alto,Historical_Dataset_Comprehensive
1980-01-01,1980,Consequências de Revolução Iraniana...,Revolução Política (Consequências),Revolução Política (Consequências),Médio,Historical_Dataset_Comprehensive
2000-01-01,2000,Ataques de 11 de Setembro,Terrorismo Global,Terrorismo Global,Alto,Historical_Dataset_Comprehensive
1978-01-01,1978,Evento relacionado a IBM PC...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
2012-01-01,2012,Consequências de Descoberta do Bóson de Higgs...,Avanço Científico (Consequências),Avanço Científico (Consequências),Médio,Historical_Dataset_Comprehensive
1951-01-01,1951,Evento relacionado a Caso Brown vs. Conse...,Mudança Social (Relacionado),Mudança Social (Relacionado),Baixo,Historical_Dataset_Comprehensive
1963-01-01,1963,Consequências de Lei dos Direitos Civis (EUA)...,Mudança Social (Consequências),Mudança Social (Consequências),Médio,Historical_Dataset_Comprehensive
2016-01-01,2016,Consequências de Eleição de Trump...,Mudança Política (Consequências),Mudança Política (Consequências),Médio,Historical_Dataset_Comprehensive
2017-01-01,2017,Evento relacionado a Pandemia COVID-19...,Crise Global (Relacionado),Crise Global (Relacionado),Baixo,Historical_Dataset_Comprehensive
1923-01-01,1923,Descoberta da Insulina,Avanço Médico,Avanço Médico,Alto,Historical_Dataset_Comprehensive
1998-01-01,1998,Clonagem da ovelha Dolly,Avanço Científico,Avanço Científico,Alto,Historical_Dataset_Comprehensive
1971-01-01,1971,Acordos de Paris (Vietnã),Paz Internacional,Paz Internacional,Médio,Historical_Dataset_Comprehensive
2019-01-01,2019,Greta Thunberg inicia Fridays for Future,Movimento Social,Movimento Social,Médio,Historical_Dataset_Comprehensive
2003-01-01,2003,Consequências de Invasão do Iraque...,Guerra Regional (Consequências),Guerra Regional (Consequências),Médio,Historical_Dataset_Comprehensive
1927-01-01,1927,Consequências de Penicilina (Fleming)...,Avanço Médico (Consequências),Avanço Médico (Consequências),Médio,Historical_Dataset_Comprehensive
1926-01-01,1926,Evento relacionado a Quebra da Bolsa de N...,Crise Financeira (Relacionado),Crise Financeira (Relacionado),Baixo,Historical_Dataset_Comprehensive
1974-01-01,1974,Evento relacionado a Microprocessador...,Avanço Tecnológico (Relacionado),Avanço Tecnológico (Relacionado),Baixo,Historical_Dataset_Comprehensive
1995-01-01,1995,Evento relacionado a Tratado de Maastrich...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
1992-01-01,1992,Evento relacionado a Eleições na África d...,Mudança Política (Relacionado),Mudança Política (Relacionado),Baixo,Historical_Dataset_Comprehensive
